title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Kiki (King Kong),0.604,0.845,7,-4.705,1,0.0804,0.133,0.000137,0.173,0.851,79.804,audio_features,4hgl7F24EyZCNYHYpAUYHR,spotify:track:4hgl7F24EyZCNYHYpAUYHR,https://api.spotify.com/v1/tracks/4hgl7F24EyZCNYHYpAUYHR,https://api.spotify.com/v1/audio-analysis/4hgl7F24EyZCNYHYpAUYHR,249560,4
Something to Prove,0.744,0.468,7,-11.586,1,0.221,0.00657,0,0.109,0.707,163.039,audio_features,4k5zQHeR5Y6hDNkhQMJbRc,spotify:track:4k5zQHeR5Y6hDNkhQMJbRc,https://api.spotify.com/v1/tracks/4k5zQHeR5Y6hDNkhQMJbRc,https://api.spotify.com/v1/audio-analysis/4k5zQHeR5Y6hDNkhQMJbRc,182707,4
Hot N*gga,0.794,0.51,9,-7.314,1,0.42,0.0505,1.81e-06,0.0562,0.18,167.879,audio_features,19gEmPjfqSZT0ulDRfjl0m,spotify:track:19gEmPjfqSZT0ulDRfjl0m,https://api.spotify.com/v1/tracks/19gEmPjfqSZT0ulDRfjl0m,https://api.spotify.com/v1/audio-analysis/19gEmPjfqSZT0ulDRfjl0m,194561,4
Doses & Mimosas,0.775,0.655,5,-7.333,1,0.102,0.114,0.00016,0.035,0.346,114.503,audio_features,44CZRkOxv7UItaAUmh8PgN,spotify:track:44CZRkOxv7UItaAUmh8PgN,https://api.spotify.com/v1/tracks/44CZRkOxv7UItaAUmh8PgN,https://api.spotify.com/v1/audio-analysis/44CZRkOxv7UItaAUmh8PgN,323253,4
Envy Me,0.74,0.488,1,-7.664,0,0.27,0.234,0,0.241,0.584,149.042,audio_features,7rvyVWja33WG9R97oeJAjx,spotify:track:7rvyVWja33WG9R97oeJAjx,https://api.spotify.com/v1/tracks/7rvyVWja33WG9R97oeJAjx,https://api.spotify.com/v1/audio-analysis/7rvyVWja33WG9R97oeJAjx,120133,4
4 Lit,0.812,0.402,1,-6.594,1,0.0697,0.0414,0,0.0998,0.261,85.044,audio_features,7iNbVcdcfrm4ulauq0pTzo,spotify:track:7iNbVcdcfrm4ulauq0pTzo,https://api.spotify.com/v1/tracks/7iNbVcdcfrm4ulauq0pTzo,https://api.spotify.com/v1/audio-analysis/7iNbVcdcfrm4ulauq0pTzo,203833,4
TOP FLOOR (feat. Travis Scott),0.823,0.504,8,-8.65,0,0.16,0.206,0,0.417,0.481,112.985,audio_features,4YhJ3a6kBPGJWX4Ek77sDd,spotify:track:4YhJ3a6kBPGJWX4Ek77sDd,https://api.spotify.com/v1/tracks/4YhJ3a6kBPGJWX4Ek77sDd,https://api.spotify.com/v1/audio-analysis/4YhJ3a6kBPGJWX4Ek77sDd,169907,4
Grace,0.817,0.513,10,-6.263,0,0.394,0.38,0,0.109,0.177,123.029,audio_features,01JMnRUs2YOK6DDpdQASGY,spotify:track:01JMnRUs2YOK6DDpdQASGY,https://api.spotify.com/v1/tracks/01JMnRUs2YOK6DDpdQASGY,https://api.spotify.com/v1/audio-analysis/01JMnRUs2YOK6DDpdQASGY,203438,4
Ice (feat. Gunna & Lil Baby),0.861,0.52,10,-5.498,0,0.472,0.193,0,0.109,0.384,153.899,audio_features,6KCt9V6Lev0M04rFUj8ANC,spotify:track:6KCt9V6Lev0M04rFUj8ANC,https://api.spotify.com/v1/tracks/6KCt9V6Lev0M04rFUj8ANC,https://api.spotify.com/v1/audio-analysis/6KCt9V6Lev0M04rFUj8ANC,177243,4
Beef (feat. Meek Mill),0.751,0.752,2,-4.85,1,0.277,0.233,0,0.331,0.483,95.025,audio_features,5C44ht7rPrVh6q8UaDz8ob,spotify:track:5C44ht7rPrVh6q8UaDz8ob,https://api.spotify.com/v1/tracks/5C44ht7rPrVh6q8UaDz8ob,https://api.spotify.com/v1/audio-analysis/5C44ht7rPrVh6q8UaDz8ob,232421,4
Out My Way,0.664,0.832,10,-3.166,0,0.34,0.107,0,0.776,0.498,164.144,audio_features,0baYVkFX4vIXXmIuHRWXDN,spotify:track:0baYVkFX4vIXXmIuHRWXDN,https://api.spotify.com/v1/tracks/0baYVkFX4vIXXmIuHRWXDN,https://api.spotify.com/v1/audio-analysis/0baYVkFX4vIXXmIuHRWXDN,156621,4
Sold Out Dates (feat. Lil Baby),0.817,0.556,4,-7.178,0,0.14,0.469,0,0.131,0.314,126.991,audio_features,55WLWX71YkHt2tSucNIf1g,spotify:track:55WLWX71YkHt2tSucNIf1g,https://api.spotify.com/v1/tracks/55WLWX71YkHt2tSucNIf1g,https://api.spotify.com/v1/audio-analysis/55WLWX71YkHt2tSucNIf1g,166368,4
F.N,0.567,0.515,6,-10.265,0,0.247,0.354,0,0.078,0.321,120.1,audio_features,0RLLvYBopDwooCyvnTwgYu,spotify:track:0RLLvYBopDwooCyvnTwgYu,https://api.spotify.com/v1/tracks/0RLLvYBopDwooCyvnTwgYu,https://api.spotify.com/v1/audio-analysis/0RLLvYBopDwooCyvnTwgYu,224000,1
White Sand,0.827,0.591,5,-7.504,0,0.0744,0.0307,0,0.273,0.402,142.113,audio_features,2KokOIKdw4zZutDil85Ugh,spotify:track:2KokOIKdw4zZutDil85Ugh,https://api.spotify.com/v1/tracks/2KokOIKdw4zZutDil85Ugh,https://api.spotify.com/v1/audio-analysis/2KokOIKdw4zZutDil85Ugh,202835,4
Flex (feat. Juice WRLD),0.752,0.673,10,-5.792,0,0.153,0.0538,0,0.133,0.35,164.009,audio_features,2QqJTIlGKRLJC3onkavYEz,spotify:track:2QqJTIlGKRLJC3onkavYEz,https://api.spotify.com/v1/tracks/2QqJTIlGKRLJC3onkavYEz,https://api.spotify.com/v1/audio-analysis/2QqJTIlGKRLJC3onkavYEz,163902,4
Xtasy,0.793,0.798,0,-4.543,1,0.0408,0.0321,0.000245,0.293,0.511,123.988,audio_features,4lD0luu4TIFi0cOPYYoOrw,spotify:track:4lD0luu4TIFi0cOPYYoOrw,https://api.spotify.com/v1/tracks/4lD0luu4TIFi0cOPYYoOrw,https://api.spotify.com/v1/audio-analysis/4lD0luu4TIFi0cOPYYoOrw,142379,4
Reminds Me Of You,0.613,0.631,4,-6.965,1,0.12,0.0663,0,0.169,0.33,149.992,audio_features,5YSHygGN9D0mID1NsVd5my,spotify:track:5YSHygGN9D0mID1NsVd5my,https://api.spotify.com/v1/tracks/5YSHygGN9D0mID1NsVd5my,https://api.spotify.com/v1/audio-analysis/5YSHygGN9D0mID1NsVd5my,158033,4
Shoot My Shot,0.756,0.577,7,-7.127,1,0.0395,0.00277,0,0.309,0.685,92.036,audio_features,5q9Et9kJTWvRg80uQLBW4s,spotify:track:5q9Et9kJTWvRg80uQLBW4s,https://api.spotify.com/v1/tracks/5q9Et9kJTWvRg80uQLBW4s,https://api.spotify.com/v1/audio-analysis/5q9Et9kJTWvRg80uQLBW4s,172105,4
The Smartest Intro,0.84,0.704,6,-5.986,0,0.199,0.449,0,0.145,0.381,103.998,audio_features,2ZccygxtuXd0hu8zF7GQbO,spotify:track:2ZccygxtuXd0hu8zF7GQbO,https://api.spotify.com/v1/tracks/2ZccygxtuXd0hu8zF7GQbO,https://api.spotify.com/v1/audio-analysis/2ZccygxtuXd0hu8zF7GQbO,184793,4
Pray For The Drip (feat. Offset),0.83,0.594,10,-6.579,0,0.312,0.0614,0,0.1,0.194,139.954,audio_features,5DzMEgtO2bjRJIB6svYnhs,spotify:track:5DzMEgtO2bjRJIB6svYnhs,https://api.spotify.com/v1/tracks/5DzMEgtO2bjRJIB6svYnhs,https://api.spotify.com/v1/audio-analysis/5DzMEgtO2bjRJIB6svYnhs,169704,4
Shoot for Love,0.612,0.347,1,-16.607,0,0.231,0.184,0.0109,0.273,0.165,173.889,audio_features,6YDNDCWcX0qeciS0X3hCE1,spotify:track:6YDNDCWcX0qeciS0X3hCE1,https://api.spotify.com/v1/tracks/6YDNDCWcX0qeciS0X3hCE1,https://api.spotify.com/v1/audio-analysis/6YDNDCWcX0qeciS0X3hCE1,237668,4
Canadian Goose,0.776,0.537,1,-7.604,0,0.197,0.0855,0,0.103,0.238,153.06,audio_features,1MNdfH2KC5LdEde3JPJ513,spotify:track:1MNdfH2KC5LdEde3JPJ513,https://api.spotify.com/v1/tracks/1MNdfH2KC5LdEde3JPJ513,https://api.spotify.com/v1/audio-analysis/1MNdfH2KC5LdEde3JPJ513,218201,4
Ski,0.953,0.621,8,-7.638,0,0.221,0.017,0,0.0398,0.883,123.016,audio_features,6755DFiZ7CWe2WMdTGW5C1,spotify:track:6755DFiZ7CWe2WMdTGW5C1,https://api.spotify.com/v1/tracks/6755DFiZ7CWe2WMdTGW5C1,https://api.spotify.com/v1/audio-analysis/6755DFiZ7CWe2WMdTGW5C1,152333,4
family ties (with Kendrick Lamar),0.711,0.611,1,-5.453,1,0.329,0.00575,0,0.231,0.144,134.14,audio_features,7Bpx2vsWfQFBACRz4h3IqH,spotify:track:7Bpx2vsWfQFBACRz4h3IqH,https://api.spotify.com/v1/tracks/7Bpx2vsWfQFBACRz4h3IqH,https://api.spotify.com/v1/audio-analysis/7Bpx2vsWfQFBACRz4h3IqH,252070,4
Hate The Other Side (with Marshmello & The Kid Laroi),0.701,0.65,6,-6.313,1,0.104,0.291,0,0.112,0.647,90.003,audio_features,0ada5XsQGLPUVbmTCkAP49,spotify:track:0ada5XsQGLPUVbmTCkAP49,https://api.spotify.com/v1/tracks/0ada5XsQGLPUVbmTCkAP49,https://api.spotify.com/v1/audio-analysis/0ada5XsQGLPUVbmTCkAP49,160212,4
Blueberry Faygo,0.774,0.554,0,-7.909,1,0.0383,0.207,0,0.132,0.349,99.034,audio_features,6wJYhPfqk3KGhHRG76WzOh,spotify:track:6wJYhPfqk3KGhHRG76WzOh,https://api.spotify.com/v1/tracks/6wJYhPfqk3KGhHRG76WzOh,https://api.spotify.com/v1/audio-analysis/6wJYhPfqk3KGhHRG76WzOh,162547,4
Drama (feat. Drake),0.709,0.362,11,-9.814,1,0.055,0.157,0,0.109,0.113,122.043,audio_features,0PXp9QxBfSKGGpWUNaws2X,spotify:track:0PXp9QxBfSKGGpWUNaws2X,https://api.spotify.com/v1/tracks/0PXp9QxBfSKGGpWUNaws2X,https://api.spotify.com/v1/audio-analysis/0PXp9QxBfSKGGpWUNaws2X,251860,4
Nasty (Who Dat) (feat. Migos),0.661,0.636,4,-4.551,0,0.118,0.0203,2.25e-05,0.378,0.428,179.041,audio_features,76T8y91xMLWJgfsEsmWGxW,spotify:track:76T8y91xMLWJgfsEsmWGxW,https://api.spotify.com/v1/tracks/76T8y91xMLWJgfsEsmWGxW,https://api.spotify.com/v1/audio-analysis/76T8y91xMLWJgfsEsmWGxW,209813,4
Goodbyes (feat. Young Thug),0.548,0.653,5,-3.875,1,0.081,0.456,0,0.103,0.163,150.068,audio_features,0t3ZvGKlmYmVsDzBJAXK8C,spotify:track:0t3ZvGKlmYmVsDzBJAXK8C,https://api.spotify.com/v1/tracks/0t3ZvGKlmYmVsDzBJAXK8C,https://api.spotify.com/v1/audio-analysis/0t3ZvGKlmYmVsDzBJAXK8C,174853,4
Headshot (feat. Polo G & Fivio Foreign),0.808,0.639,1,-7.266,0,0.279,0.0802,0,0.15,0.395,118.0,audio_features,4eNOLmx8r2IJAVKvBBL1jv,spotify:track:4eNOLmx8r2IJAVKvBBL1jv,https://api.spotify.com/v1/tracks/4eNOLmx8r2IJAVKvBBL1jv,https://api.spotify.com/v1/audio-analysis/4eNOLmx8r2IJAVKvBBL1jv,144349,4
Smile (with The Weeknd),0.694,0.685,6,-6.535,0,0.133,0.224,0,0.124,0.306,158.831,audio_features,6wQlQrTY5mVS8EGaFZVwVF,spotify:track:6wQlQrTY5mVS8EGaFZVwVF,https://api.spotify.com/v1/tracks/6wQlQrTY5mVS8EGaFZVwVF,https://api.spotify.com/v1/audio-analysis/6wQlQrTY5mVS8EGaFZVwVF,196180,4
Life Is Good (feat. Drake),0.676,0.609,2,-5.831,0,0.481,0.0706,0,0.152,0.508,142.037,audio_features,5yY9lUy8nbvjM1Uyo1Uqoc,spotify:track:5yY9lUy8nbvjM1Uyo1Uqoc,https://api.spotify.com/v1/tracks/5yY9lUy8nbvjM1Uyo1Uqoc,https://api.spotify.com/v1/audio-analysis/5yY9lUy8nbvjM1Uyo1Uqoc,237735,4
27 Club - Extended Version,0.694,0.366,6,-10.654,0,0.248,0.09,0,0.0901,0.385,160.189,audio_features,1ClRLl3vmOyG8iHvWiFVTj,spotify:track:1ClRLl3vmOyG8iHvWiFVTj,https://api.spotify.com/v1/tracks/1ClRLl3vmOyG8iHvWiFVTj,https://api.spotify.com/v1/audio-analysis/1ClRLl3vmOyG8iHvWiFVTj,171108,4
"Go Off (with Lil Uzi Vert, Quavo & Travis Scott)",0.733,0.777,8,-2.83,0,0.0791,0.0256,0,0.239,0.724,88.494,audio_features,53MHr9cjIlwet0mpmqNvjC,spotify:track:53MHr9cjIlwet0mpmqNvjC,https://api.spotify.com/v1/tracks/53MHr9cjIlwet0mpmqNvjC,https://api.spotify.com/v1/audio-analysis/53MHr9cjIlwet0mpmqNvjC,217561,4
The Way She Move (feat. FIJI & Lil Yachty),0.894,0.517,11,-6.684,0,0.0975,0.337,0.000831,0.158,0.812,99.975,audio_features,6gee5DsPlm77ByPOv1SYYw,spotify:track:6gee5DsPlm77ByPOv1SYYw,https://api.spotify.com/v1/tracks/6gee5DsPlm77ByPOv1SYYw,https://api.spotify.com/v1/audio-analysis/6gee5DsPlm77ByPOv1SYYw,216105,4
Solid (feat. Drake),0.887,0.485,11,-9.358,0,0.2,0.0392,0,0.141,0.328,125.987,audio_features,6rTInqW3YECMkQsBEHw4sd,spotify:track:6rTInqW3YECMkQsBEHw4sd,https://api.spotify.com/v1/tracks/6rTInqW3YECMkQsBEHw4sd,https://api.spotify.com/v1/audio-analysis/6rTInqW3YECMkQsBEHw4sd,215693,4
Black & White,0.776,0.736,7,-4.612,1,0.247,0.0802,0,0.159,0.233,147.946,audio_features,1fCeXjoRExPP2qwSBh2aST,spotify:track:1fCeXjoRExPP2qwSBh2aST,https://api.spotify.com/v1/tracks/1fCeXjoRExPP2qwSBh2aST,https://api.spotify.com/v1/audio-analysis/1fCeXjoRExPP2qwSBh2aST,186945,4
Final Warning,0.847,0.912,11,-3.129,1,0.257,0.0781,0,0.142,0.88,81.486,audio_features,3LVcKphzONOdQ2EATazlZq,spotify:track:3LVcKphzONOdQ2EATazlZq,https://api.spotify.com/v1/tracks/3LVcKphzONOdQ2EATazlZq,https://api.spotify.com/v1/audio-analysis/3LVcKphzONOdQ2EATazlZq,156895,4
Karate Kid,0.599,0.532,2,-9.154,1,0.139,0.00142,0,0.265,0.339,168.133,audio_features,6O8xnDJmbH85pyX2pU7s96,spotify:track:6O8xnDJmbH85pyX2pU7s96,https://api.spotify.com/v1/tracks/6O8xnDJmbH85pyX2pU7s96,https://api.spotify.com/v1/audio-analysis/6O8xnDJmbH85pyX2pU7s96,183077,4
Woah,0.882,0.602,11,-5.554,1,0.245,0.0177,0,0.178,0.43,142.959,audio_features,598yNsG1JFrGd4n2kMoz7F,spotify:track:598yNsG1JFrGd4n2kMoz7F,https://api.spotify.com/v1/tracks/598yNsG1JFrGd4n2kMoz7F,https://api.spotify.com/v1/audio-analysis/598yNsG1JFrGd4n2kMoz7F,183011,4
Social Distancing,0.849,0.64,5,-5.15,1,0.196,0.0471,0,0.321,0.36,126.005,audio_features,1RrQK0BIyxZaOooNDVSEaZ,spotify:track:1RrQK0BIyxZaOooNDVSEaZ,https://api.spotify.com/v1/tracks/1RrQK0BIyxZaOooNDVSEaZ,https://api.spotify.com/v1/audio-analysis/1RrQK0BIyxZaOooNDVSEaZ,137826,4
Ready (feat. Gunna),0.793,0.395,1,-5.578,1,0.385,0.277,1.4e-05,0.109,0.129,77.027,audio_features,4F6yN5FsFW10Ucx7cLCzBh,spotify:track:4F6yN5FsFW10Ucx7cLCzBh,https://api.spotify.com/v1/tracks/4F6yN5FsFW10Ucx7cLCzBh,https://api.spotify.com/v1/audio-analysis/4F6yN5FsFW10Ucx7cLCzBh,213287,4
Cheat Code,0.715,0.55,10,-10.293,0,0.425,0.651,0.000292,0.172,0.824,116.669,audio_features,10iTEeb8hoM5jBGh0OxBOO,spotify:track:10iTEeb8hoM5jBGh0OxBOO,https://api.spotify.com/v1/tracks/10iTEeb8hoM5jBGh0OxBOO,https://api.spotify.com/v1/audio-analysis/10iTEeb8hoM5jBGh0OxBOO,141663,4
Pray for 'em,0.529,0.584,1,-6.147,1,0.291,0.0198,0,0.204,0.153,139.774,audio_features,4Of9KweFyDMknet4POr6GN,spotify:track:4Of9KweFyDMknet4POr6GN,https://api.spotify.com/v1/tracks/4Of9KweFyDMknet4POr6GN,https://api.spotify.com/v1/audio-analysis/4Of9KweFyDMknet4POr6GN,217861,4
Long Gone,0.794,0.459,7,-7.404,1,0.0941,0.208,7.17e-06,0.12,0.266,149.033,audio_features,17Cs25j5Ui6X6W4Hk1kAyC,spotify:track:17Cs25j5Ui6X6W4Hk1kAyC,https://api.spotify.com/v1/tracks/17Cs25j5Ui6X6W4Hk1kAyC,https://api.spotify.com/v1/audio-analysis/17Cs25j5Ui6X6W4Hk1kAyC,187007,4
Next (feat. Rich the Kid),0.755,0.56,1,-5.497,1,0.157,0.1,0,0.0778,0.587,78.033,audio_features,1xjX4vrqHG1BWk2d91FUvq,spotify:track:1xjX4vrqHG1BWk2d91FUvq,https://api.spotify.com/v1/tracks/1xjX4vrqHG1BWk2d91FUvq,https://api.spotify.com/v1/audio-analysis/1xjX4vrqHG1BWk2d91FUvq,148320,4
Runnin,0.819,0.626,10,-4.574,0,0.202,0.00748,0.101,0.167,0.415,143.01,audio_features,5SWnsxjhdcEDc7LJjq9UHk,spotify:track:5SWnsxjhdcEDc7LJjq9UHk,https://api.spotify.com/v1/tracks/5SWnsxjhdcEDc7LJjq9UHk,https://api.spotify.com/v1/audio-analysis/5SWnsxjhdcEDc7LJjq9UHk,195906,4
Higher We Go - Intro,0.825,0.547,8,-3.938,1,0.0859,0.0936,0,0.22,0.184,152.007,audio_features,43dOwOq0mB4i6j4SpcSkqC,spotify:track:43dOwOq0mB4i6j4SpcSkqC,https://api.spotify.com/v1/tracks/43dOwOq0mB4i6j4SpcSkqC,https://api.spotify.com/v1/audio-analysis/43dOwOq0mB4i6j4SpcSkqC,255849,4
Crushed Up,0.781,0.597,10,-6.794,0,0.23,0.0415,0,0.152,0.544,158.043,audio_features,7wcyO1rrH3Ru4t659IjG41,spotify:track:7wcyO1rrH3Ru4t659IjG41,https://api.spotify.com/v1/tracks/7wcyO1rrH3Ru4t659IjG41,https://api.spotify.com/v1/audio-analysis/7wcyO1rrH3Ru4t659IjG41,149949,4
Close Friends (Lil Baby & Gunna),0.676,0.578,10,-4.669,0,0.375,0.0509,0,0.0796,0.698,158.896,audio_features,5nzhL67GpF9szXWg5y509A,spotify:track:5nzhL67GpF9szXWg5y509A,https://api.spotify.com/v1/tracks/5nzhL67GpF9szXWg5y509A,https://api.spotify.com/v1/audio-analysis/5nzhL67GpF9szXWg5y509A,203881,4
Cocoon,0.743,0.659,10,-6.755,1,0.0343,0.0998,0.00028,0.0622,0.804,114.033,audio_features,6acDlNeA06MCVCzsTVGr9V,spotify:track:6acDlNeA06MCVCzsTVGr9V,https://api.spotify.com/v1/tracks/6acDlNeA06MCVCzsTVGr9V,https://api.spotify.com/v1/audio-analysis/6acDlNeA06MCVCzsTVGr9V,255160,4
Conversations,0.747,0.622,11,-5.825,1,0.0838,0.176,0,0.151,0.57,159.93,audio_features,4K06PO78fW4mnBVenxGNob,spotify:track:4K06PO78fW4mnBVenxGNob,https://api.spotify.com/v1/tracks/4K06PO78fW4mnBVenxGNob,https://api.spotify.com/v1/audio-analysis/4K06PO78fW4mnBVenxGNob,181661,4
Blood On My Jeans,0.868,0.55,6,-6.417,1,0.226,0.183,0,0.109,0.464,117.943,audio_features,0fCwrjKfWxF3xQhZrYUw4T,spotify:track:0fCwrjKfWxF3xQhZrYUw4T,https://api.spotify.com/v1/tracks/0fCwrjKfWxF3xQhZrYUw4T,https://api.spotify.com/v1/audio-analysis/0fCwrjKfWxF3xQhZrYUw4T,154767,4
Better,0.717,0.671,0,-5.077,0,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,audio_features,6f5ExP43esnvdKPddwKXJH,spotify:track:6f5ExP43esnvdKPddwKXJH,https://api.spotify.com/v1/tracks/6f5ExP43esnvdKPddwKXJH,https://api.spotify.com/v1/audio-analysis/6f5ExP43esnvdKPddwKXJH,160657,4
Heartbroke,0.592,0.728,5,-8.425,0,0.225,0.319,0,0.412,0.124,169.843,audio_features,0ivah8e7KXctkHpcGtg44J,spotify:track:0ivah8e7KXctkHpcGtg44J,https://api.spotify.com/v1/tracks/0ivah8e7KXctkHpcGtg44J,https://api.spotify.com/v1/audio-analysis/0ivah8e7KXctkHpcGtg44J,103513,4
Digits,0.769,0.632,10,-4.228,0,0.0537,0.0325,0,0.116,0.294,131.932,audio_features,4cg1yakyRSIOjxKM2I7J1q,spotify:track:4cg1yakyRSIOjxKM2I7J1q,https://api.spotify.com/v1/tracks/4cg1yakyRSIOjxKM2I7J1q,https://api.spotify.com/v1/audio-analysis/4cg1yakyRSIOjxKM2I7J1q,176387,4
SOHO,0.547,0.596,8,-7.744,0,0.192,0.342,0.335,0.148,0.368,159.985,audio_features,0gf2y5doKjsYaZJJZif4vz,spotify:track:0gf2y5doKjsYaZJJZif4vz,https://api.spotify.com/v1/tracks/0gf2y5doKjsYaZJJZif4vz,https://api.spotify.com/v1/audio-analysis/0gf2y5doKjsYaZJJZif4vz,208493,4
Party Girl (Remix),0.752,0.375,6,-10.157,0,0.204,0.533,0,0.175,0.591,129.995,audio_features,0XkmeG97T4mtYlWRJcrxec,spotify:track:0XkmeG97T4mtYlWRJcrxec,https://api.spotify.com/v1/tracks/0XkmeG97T4mtYlWRJcrxec,https://api.spotify.com/v1/audio-analysis/0XkmeG97T4mtYlWRJcrxec,147673,4
That's Life (feat. Mac Miller & Sia),0.525,0.774,9,-4.532,1,0.241,0.24,1.07e-06,0.495,0.526,154.192,audio_features,5h0Jgt873QtgL6nJRBGfT6,spotify:track:5h0Jgt873QtgL6nJRBGfT6,https://api.spotify.com/v1/tracks/5h0Jgt873QtgL6nJRBGfT6,https://api.spotify.com/v1/audio-analysis/5h0Jgt873QtgL6nJRBGfT6,202391,4
Leather in The Rain (feat. Kyndall),0.809,0.533,0,-7.419,1,0.0561,0.0794,0.00112,0.113,0.282,128.013,audio_features,5lJAZ8IMBzfeWcV3PjCMMO,spotify:track:5lJAZ8IMBzfeWcV3PjCMMO,https://api.spotify.com/v1/tracks/5lJAZ8IMBzfeWcV3PjCMMO,https://api.spotify.com/v1/audio-analysis/5lJAZ8IMBzfeWcV3PjCMMO,213798,4
Death (feat. DaBaby),0.802,0.82,10,-5.969,0,0.146,0.0579,0,0.149,0.613,164.005,audio_features,6YfTl5YupXOQBKiJJLrxcw,spotify:track:6YfTl5YupXOQBKiJJLrxcw,https://api.spotify.com/v1/tracks/6YfTl5YupXOQBKiJJLrxcw,https://api.spotify.com/v1/audio-analysis/6YfTl5YupXOQBKiJJLrxcw,172196,4
7 Min Freestyle,0.844,0.454,1,-9.028,1,0.259,0.0723,0.787,0.126,0.274,155.029,audio_features,5aZrmUOr1kL5U6cg0WZNyw,spotify:track:5aZrmUOr1kL5U6cg0WZNyw,https://api.spotify.com/v1/tracks/5aZrmUOr1kL5U6cg0WZNyw,https://api.spotify.com/v1/audio-analysis/5aZrmUOr1kL5U6cg0WZNyw,431587,4
Reality Check,0.542,0.434,9,-11.17,1,0.0645,0.176,0,0.178,0.0702,120.046,audio_features,2p72O2JobPc9sVz520Hil5,spotify:track:2p72O2JobPc9sVz520Hil5,https://api.spotify.com/v1/tracks/2p72O2JobPc9sVz520Hil5,https://api.spotify.com/v1/audio-analysis/2p72O2JobPc9sVz520Hil5,232000,4
Energy (with A$AP Rocky & Sabrina Claudio) (feat. Sabrina Claudio) - Sonny Fodera Remix,0.735,0.687,6,-7.313,0,0.0343,0.152,0.000457,0.0952,0.534,123.037,audio_features,7uaixPPB670BtzMKTu4Ljp,spotify:track:7uaixPPB670BtzMKTu4Ljp,https://api.spotify.com/v1/tracks/7uaixPPB670BtzMKTu4Ljp,https://api.spotify.com/v1/audio-analysis/7uaixPPB670BtzMKTu4Ljp,229468,4
All Night Long,0.712,0.649,1,-4.753,1,0.063,0.000652,0,0.0683,0.616,127.028,audio_features,1vNn7rVQT6UtEW1NGH53fT,spotify:track:1vNn7rVQT6UtEW1NGH53fT,https://api.spotify.com/v1/tracks/1vNn7rVQT6UtEW1NGH53fT,https://api.spotify.com/v1/audio-analysis/1vNn7rVQT6UtEW1NGH53fT,177093,4
Make Believe,0.465,0.84,0,-4.35,1,0.0722,0.125,0,0.138,0.672,83.981,audio_features,6eiztdXRkooWsBt2xToMWI,spotify:track:6eiztdXRkooWsBt2xToMWI,https://api.spotify.com/v1/tracks/6eiztdXRkooWsBt2xToMWI,https://api.spotify.com/v1/audio-analysis/6eiztdXRkooWsBt2xToMWI,142026,4
Stuck In A Dream (feat. Gunna),0.748,0.648,10,-6.445,0,0.0816,0.484,0,0.126,0.726,139.952,audio_features,7iHHxY2NLlJRAmlAmC4ahQ,spotify:track:7iHHxY2NLlJRAmlAmC4ahQ,https://api.spotify.com/v1/tracks/7iHHxY2NLlJRAmlAmC4ahQ,https://api.spotify.com/v1/audio-analysis/7iHHxY2NLlJRAmlAmC4ahQ,123560,4
Arctic Tundra,0.55,0.759,9,-5.958,1,0.175,0.000444,0,0.325,0.457,159.643,audio_features,6yB5nEEVQAUrt19BB6QO6g,spotify:track:6yB5nEEVQAUrt19BB6QO6g,https://api.spotify.com/v1/tracks/6yB5nEEVQAUrt19BB6QO6g,https://api.spotify.com/v1/audio-analysis/6yB5nEEVQAUrt19BB6QO6g,161720,4
Its Over,0.487,0.935,0,-2.946,1,0.092,0.00232,2.95e-06,0.386,0.661,129.973,audio_features,1pShlPEW4nhGQeomZLCXtL,spotify:track:1pShlPEW4nhGQeomZLCXtL,https://api.spotify.com/v1/tracks/1pShlPEW4nhGQeomZLCXtL,https://api.spotify.com/v1/audio-analysis/1pShlPEW4nhGQeomZLCXtL,203800,4
PTSD,0.883,0.808,1,-3.158,0,0.182,0.0313,0,0.207,0.806,119.01,audio_features,1C8ux1YWLMHCenYJFiIV4Z,spotify:track:1C8ux1YWLMHCenYJFiIV4Z,https://api.spotify.com/v1/tracks/1C8ux1YWLMHCenYJFiIV4Z,https://api.spotify.com/v1/audio-analysis/1C8ux1YWLMHCenYJFiIV4Z,232065,4
Red Room,0.936,0.559,7,-8.587,0,0.157,0.479,0,0.128,0.527,112.347,audio_features,4TWflhgevIGo448fWc6mQq,spotify:track:4TWflhgevIGo448fWc6mQq,https://api.spotify.com/v1/tracks/4TWflhgevIGo448fWc6mQq,https://api.spotify.com/v1/audio-analysis/4TWflhgevIGo448fWc6mQq,241440,4
Plain Jane,0.797,0.844,11,-5.482,1,0.275,0.0651,0,0.087,0.52,170.142,audio_features,4dVpf9jZjcORqGTLUaeYj9,spotify:track:4dVpf9jZjcORqGTLUaeYj9,https://api.spotify.com/v1/tracks/4dVpf9jZjcORqGTLUaeYj9,https://api.spotify.com/v1/audio-analysis/4dVpf9jZjcORqGTLUaeYj9,173600,4
