endTime,artistName,trackName,msPlayed
2021-03-26 23:17,MadeinTYO,Uber Everywhere (feat. Travis Scott),2240
2021-03-26 23:17,A$AP Ferg,Jet Lag,167980
2021-03-26 23:17,Juice WRLD,I'll Be Fine,2670
2021-03-26 23:17,benny blanco,Graduation (with Juice WRLD),960
2021-03-26 23:22,Gunna,DOLLAZ ON MY HEAD (feat. Young Thug),177754
2021-03-26 23:27,A Boogie Wit da Hoodie,Demons and Angels (feat. Juice WRLD),88831
2021-03-26 23:31,Tory Lanez,Stupid Again,174848
2021-03-26 23:32,Juice WRLD,Hurt Me,34007
2021-03-27 16:30,Juice WRLD,Candles,142346
2021-03-27 16:32,Lofi Fruits Music,Over the rainbow,106045
2021-03-27 16:34,Lofi Fruits Music,Tiny Homecoming,133055
2021-03-27 16:37,Lofi Fruits Music,Sonnentanz,143060
2021-03-27 16:39,Lofi Fruits Music,Bugs,144053
2021-03-27 16:41,Lofi Fruits Music,Love For The Money,105052
2021-03-27 16:43,Lofi Fruits Music,Advancing Into The Depths,131000
2021-03-27 16:45,Lofi Fruits Music,Skinny Love,120046
2021-03-27 16:47,Lofi Fruits Music,Ginormous,110041
2021-03-27 16:49,Lofi Fruits Music,extracurricular activities,116050
2021-03-27 16:51,Lofi Fruits Music,Keep Your Head Up,129000
2021-03-27 16:53,Lofi Fruits Music,Jar of Hearts,106802
2021-03-27 17:15,Lofi Fruits Music,3 AM. Gaming,124670
2021-03-27 17:17,Bauke Top,Summer Rain,104843
2021-03-27 17:19,Lofi Fruits Music,Demons,113045
2021-03-27 17:20,Lofi Fruits Music,Rock With You,84938
2021-03-27 17:22,Bauke Top,Call For Spring,113437
2021-03-27 17:24,Lofi Fruits Music,Hot,88934
2021-03-27 17:26,Lofi Fruits Music,Rainbow Tears,118505
2021-03-27 17:28,Lofi Fruits Music,A Sky Full of Stars,137810
2021-03-27 17:30,Lofi Fruits Music,Chasing Cars,114750
2021-03-27 17:32,Lofi Fruits Music,Changes,118061
2021-03-27 17:34,Lofi Fruits Music,Jocelyn Flores,122000
2021-03-27 17:37,Lofi Fruits Music,File Select,139560
2021-03-27 17:39,Lofi Fruits Music,Healing Again,142041
2021-03-27 17:41,Lofi Fruits Music,Ice Dance,101055
2021-03-27 17:43,Lofi Fruits Music,Shower,145542
2021-03-27 17:45,Lofi Fruits Music,Fuck it I love you,94054
2021-03-27 17:46,Future,Heart In Pieces,1760
2021-03-27 17:46,Lofi Fruits Music,Reality,81039
2021-03-27 17:52,Juice WRLD,End Of The Road,162981
2021-03-27 17:55,Polo G,21,163797
2021-03-27 17:56,Lil Yachty,Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),21212
2021-03-27 18:03,G Herbo,PTSD,232064
2021-03-27 18:06,A Boogie Wit da Hoodie,Undefeated (feat. 21 Savage),174012
2021-03-27 18:10,Drake,Sneakin’,251333
2021-03-27 18:13,Internet Money,Blastoff (feat. Juice Wrld & Trippie Redd),174729
2021-03-27 18:16,Juice WRLD,Wishing Well,194621
2021-03-27 18:19,Juice WRLD,Hear Me Calling,189977
2021-03-27 18:21,Juice WRLD,Hurt Me,122285
2021-03-27 18:26,Quality Control,Too Hotty,295997
2021-03-27 18:30,Lil Baby,Commercial (feat. Lil Uzi Vert),214214
2021-03-27 18:32,T.R.U.,Virgil Discount,138066
2021-03-27 18:34,DaBaby,FIND MY WAY,139890
2021-03-27 18:37,StaySolidRocky,Party Girl (Remix),147672
2021-03-27 18:41,Young Thug,What's the Move (feat. Lil Uzi Vert),251080
2021-03-27 18:45,Meek Mill,Offended (feat. Young Thug & 21 Savage),255483
2021-03-27 18:51,Young Thug,"Guwop (feat. Quavo, Offset and Young Scooter)",315973
2021-03-27 18:53,NLE Choppa,Clicc Clacc,113673
2021-03-27 18:56,Lil Baby,Errbody,210698
2021-03-27 18:59,Gunna,Sold Out Dates (feat. Lil Baby),166368
2021-03-27 19:03,2 Chainz,Good Drank,222706
2021-03-27 19:06,Metro Boomin,10 Freaky Girls (with 21 Savage),208293
2021-03-27 19:09,Juice WRLD,Ring Ring (with Rvssian feat. Clever),171816
2021-03-27 19:12,Lil Uzi Vert,Erase Your Social,199993
2021-03-27 19:15,Drake,What’s Next,178153
2021-03-27 19:17,DaBaby,LIGHTSKIN SH*T (feat. Future & jetsonmade),111173
2021-03-27 19:20,Trippie Redd,Death (feat. DaBaby),172195
2021-03-27 19:23,Migos,Racks 2 Skinny,178024
2021-03-27 19:26,Rich The Kid,Two Cups (feat. Offset & Big Sean),181057
2021-03-27 19:29,Travis Scott,NC-17,156885
2021-03-27 19:33,Young Thug,Webbie (feat. Duke),235893
2021-03-27 22:07,Juice WRLD,Hurt Me,24566
2021-03-27 22:09,Juice WRLD,Hurt Me,43974
2021-03-27 22:12,Ed Sheeran,Photograph,4667
2021-03-27 22:12,Ed Sheeran,Shape of You,394
2021-03-27 22:16,Ed Sheeran,Supermarket Flowers,13405
2021-03-27 22:16,Ed Sheeran,Perfect,263400
2021-03-27 22:17,Ed Sheeran,Happier,52546
2021-03-27 22:21,Ed Sheeran,Dive,238440
2021-03-27 22:25,Ed Sheeran,Hearts Don't Break Around Here,248413
2021-03-27 22:25,Ed Sheeran,Castle on the Hill,4807
2021-03-27 22:25,Ed Sheeran,Save Myself,4388
2021-03-27 22:25,Ed Sheeran,New Man,2554
2021-03-27 22:25,Ed Sheeran,Hearts Don't Break Around Here,2902
2021-03-27 22:28,Ed Sheeran,What Do I Know?,150279
2021-03-27 22:29,Refeeld,Kiddish,3854
2021-03-27 22:29,Jeremy Zucker,"always, i'll care",2484
2021-03-27 22:29,Biskwiq,A First Date,1137
2021-03-27 22:36,Jeremy Zucker,"always, i'll care",146160
2021-03-27 22:44,Biskwiq,A First Date,252264
2021-03-27 22:47,NEIKED,Old School Love,184427
2021-03-27 22:50,Rex Orange County,Loving Is Easy,155720
2021-03-27 22:52,Christian Leave,Please Notice,116666
2021-03-27 22:55,Kina,Can We Kiss Forever?,187931
2021-03-27 22:57,Extreme,More Than Words,94775
2021-03-27 23:00,Taylor Swift,Lover,221306
2021-03-27 23:03,Ruel,Dazed & Confused,189608
2021-03-27 23:05,Christian Leave,Can't Help Falling in Love,71203
2021-03-27 23:08,bülow,Two Punks In Love,195346
2021-03-27 23:11,Khalid,Saturday Nights,210666
2021-03-27 23:14,Timeflies,Nobody Has to Know,13529
2021-03-27 23:14,Greyson Chance,shut up,170363
2021-03-28 00:03,Timeflies,Nobody Has to Know,203851
2021-03-28 00:04,Social House,Haunt You,18770
2021-03-28 00:04,Joji,SLOW DANCING IN THE DARK,1207
2021-03-28 00:04,j'san,"i'm in love with u, sorry",90315
2021-03-28 00:05,Social House,Haunt You,18877
2021-03-28 00:05,Joji,SLOW DANCING IN THE DARK,1253
2021-03-28 00:08,Social House,Haunt You,198266
2021-03-28 00:09,Joji,SLOW DANCING IN THE DARK,59824
2021-03-28 00:12,Wiley Beckett,Mary Lou,172077
2021-03-28 00:30,Wiley Beckett,Mary Lou,172077
2021-03-28 00:35,Wiley Beckett,Mary Lou,7453
2021-03-28 00:41,Juice WRLD,End Of The Road,162981
2021-03-28 00:49,Future,Heart In Pieces,196834
2021-03-28 00:51,Young Thug,Millions,92905
2021-03-28 00:53,Juice WRLD,Man Of The Year,136408
2021-03-28 00:56,Kodak Black,Gnarly (feat. Lil Pump),186402
2021-03-28 00:56,Future,Ain't Livin Right (feat. Gunna),55518
2021-03-28 00:58,Migos,Get Right Witcha,11882
2021-03-28 00:58,Lulleaux,Contact,141875
2021-03-28 01:05,Future,Bought A Bad Bitch,210175
2021-03-28 01:08,Kygo,Freedom,198635
2021-03-28 01:10,Juice WRLD,Maze,144090
2021-03-28 01:14,Frankie Valli & The Four Seasons,"December, 1963 (Oh What a Night!)",197146
2021-03-28 01:16,Paul Simon,Me and Julio Down by the Schoolyard,164813
2021-03-28 01:19,Juice WRLD,Out My Way,1834
2021-03-28 01:19,Lil Baby,Social Distancing,2577
2021-03-28 01:19,Paul Simon,50 Ways to Leave Your Lover,183168
2021-03-28 01:19,Lil Uzi Vert,444+222,1973
2021-03-28 01:20,Lil Mosey,K For Christmas,1369
2021-03-28 01:20,Juice WRLD,Can't Die,1996
2021-03-28 01:20,Lil Uzi Vert,Baby Pluto,4365
2021-03-28 01:20,Migos,Kelly Price (feat. Travis Scott),1555
2021-03-28 01:20,Big Sean,Bounce Back,2948
2021-03-28 01:20,Big Sean,Pull Up N Wreck (& Metro Boomin),1602
2021-03-28 01:20,Big Sean,Pull Up N Wreck (& Metro Boomin),464
2021-03-28 01:20,Gunna,SKYBOX,2368
2021-03-28 01:20,Jack Harlow,WHATS POPPIN,1904
2021-03-28 01:20,Big Sean,Bounce Back,7476
2021-03-28 01:20,Juice WRLD,The Bees Knees,2530
2021-03-28 01:20,Juice WRLD,Titanic,3668
2021-03-28 01:24,Migos,Higher We Go - Intro,255849
2021-03-28 01:29,Lil Mosey,Blueberry Faygo,2252
2021-03-28 01:29,Tory Lanez,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",1764
2021-03-28 01:29,Future,"Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix",268690
2021-03-28 01:29,Roddy Ricch,Peta (feat. Meek Mill),1555
2021-03-28 01:29,T.R.U.,Virgil Discount,1602
2021-03-28 01:31,Juice WRLD,I'm Still,132539
2021-03-28 02:04,Travis Scott,Goosebumps - Remix,162816
2021-03-28 02:07,Henry Hood,Hardcore Vibes - Giorgio Gee Remix,149431
2021-03-28 02:08,DSTRT,Party in Ibiza,71512
2021-03-28 02:08,KALUMA,Down,2425
2021-03-28 02:10,Abel Ramos,Bette Davis Eyes,157694
2021-03-28 02:14,KALUMA,Straight Up,212496
2021-03-28 02:16,ATB,Your Love (9PM),149789
2021-03-28 02:19,R3HAB,Ones You Miss,133432
2021-03-28 02:21,Minerro,Body On My Body,30373
2021-03-29 22:00,Juice WRLD,Lucid Dreams,2573
2021-03-29 22:00,Drake,What’s Next,27535
2021-03-29 22:00,Juice WRLD,Bandit (with YoungBoy Never Broke Again),1104
2021-03-29 22:00,Juice WRLD,End Of The Road,163101
2021-03-29 22:04,Juice WRLD,Wasted (feat. Lil Uzi Vert),258393
2021-03-29 22:08,Juice WRLD,Come & Go (with Marshmello),205034
2021-03-29 22:11,Juice WRLD,Ring Ring (with Rvssian feat. Clever),171499
2021-03-29 22:15,Juice WRLD,Righteous,241720
2021-03-29 22:18,Juice WRLD,I'm Still,192475
2021-03-29 22:22,Juice WRLD,Tell Me U Luv Me (with Trippie Redd),81450
2021-03-29 22:26,Juice WRLD,Fast,208347
2021-03-29 22:31,Juice WRLD,Can't Die,182589
2021-03-29 22:34,Juice WRLD,Feeling,201517
2021-03-29 22:37,Juice WRLD,Wishing Well,194199
2021-03-29 22:40,Juice WRLD,Up Up And Away,147285
2021-03-29 22:42,Juice WRLD,Out My Way,156221
2021-03-29 22:45,Juice WRLD,Scared Of Love,170263
2021-03-29 22:49,Juice WRLD,Righteous,241816
2021-03-29 22:53,Future,Hard Work Pays Off,224040
2021-03-29 22:55,Juice WRLD,Won’t Let Go,101670
2021-03-29 22:55,Juice WRLD,I Want It,2008
2021-03-29 22:55,Juice WRLD,Big,1612
2021-03-29 22:55,Juice WRLD,Hate The Other Side (with Marshmello & The Kid Laroi),788
2021-03-29 22:55,Future,Transformer (feat. Nicki Minaj),1915
2021-03-29 22:58,Future,Transformer (feat. Nicki Minaj),196389
2021-03-29 23:01,Juice WRLD,Hate The Other Side (with Marshmello & The Kid Laroi),159914
2021-03-29 23:04,Juice WRLD,Bad Energy,186402
2021-03-29 23:07,Juice WRLD,Screw Juice,179137
2021-03-29 23:10,Juice WRLD,Smile (with The Weeknd),195830
2021-03-29 23:11,Juice WRLD,Betrayal - Skit,64073
2021-03-29 23:14,Juice WRLD,Man Of The Year,853
2021-03-29 23:14,Juice WRLD,Juice WRLD Speaks From Heaven - Outro,1189
2021-03-29 23:14,Juice WRLD,10 Feet,179284
2021-03-29 23:14,Juice WRLD,Come & Go (with Marshmello),992
2021-03-29 23:14,Juice WRLD,Rider,1223
2021-03-29 23:14,Juice WRLD,Syphilis,786
2021-03-29 23:14,Future,Afterlife,2072
2021-03-29 23:14,Juice WRLD,The Bees Knees,975
2021-03-29 23:22,Juice WRLD,Rich And Blind,203556
2021-03-30 15:41,Worldtraveller,Guru Jazz / Dope Wax,139764
2021-03-30 20:27,Chill Beats Music,Home Sweet Home,17834
2021-03-30 20:27,Juice WRLD,All Girls Are The Same,1103
2021-03-30 20:27,Juice WRLD,She’s The One,1181
2021-03-30 20:27,Juice WRLD,Come & Go (with Marshmello),1533
2021-03-30 20:27,Juice WRLD,Bad Boy (with Young Thug),928
2021-03-30 20:27,Juice WRLD,Reminds Me Of You,1073
2021-03-30 20:27,Juice WRLD,Bandit (with YoungBoy Never Broke Again),2230
2021-03-30 20:29,Juice WRLD,Make It Back,102695
2021-03-30 20:32,Juice WRLD,Who Shot Cupid?,213828
2021-03-30 20:40,Juice WRLD,Blood On My Jeans,154404
2021-03-30 22:53,Juice WRLD,Righteous,4952
2021-03-31 21:14,JACKBOYS,OUT WEST (feat. Young Thug),1541
2021-03-31 21:14,Lil Mosey,Blueberry Faygo,1153
2021-03-31 21:14,Blueface,Tour,975
2021-03-31 21:14,Lil Baby,Pure Cocaine,1388
2021-03-31 21:14,Juice WRLD,End Of The Road,146435
2021-03-31 21:14,Drake,What’s Next,2295
2021-03-31 21:14,DaBaby,Baby Sitter (feat. Offset),952
2021-03-31 21:14,Juice WRLD,End Of The Road,1049
2021-03-31 21:26,Tibeauthetraveler,On the Road,17212
2021-03-31 21:38,Future,Realer N Realer,170933
2021-03-31 21:38,DaBaby,DROP (feat. A Boogie wit da Hoodie & London On Da Track),21843
2021-03-31 21:38,Juice WRLD,Lucid Dreams,1640
2021-03-31 21:38,Ellie Goulding,Hate Me - Snakehips Remix,2782
2021-03-31 21:38,Juice WRLD,Life's A Mess (feat. Halsey),828
2021-03-31 21:42,Juice WRLD,Who Shot Cupid?,214256
2021-03-31 21:44,Juice WRLD,Armed And Dangerous,5654
2021-03-31 21:44,Juice WRLD,Wishing Well,2006
2021-03-31 21:44,Juice WRLD,Black & White,2246
2021-03-31 21:44,Juice WRLD,Up Up And Away,147253
2021-03-31 21:44,Juice WRLD,Let Me Know (I Wonder Why Freestyle),3155
2021-03-31 21:44,Juice WRLD,Desire,2886
2021-03-31 21:48,Future,Ain't Livin Right (feat. Gunna),230395
2021-03-31 21:51,Future,Astronauts,169583
2021-03-31 21:54,Juice WRLD,"The Man, The Myth, The Legend - Interlude",5953
2021-03-31 21:54,Future,Fine China,1543
2021-03-31 21:54,Halsey,Without Me (with Juice WRLD),1593
2021-03-31 21:54,Juice WRLD,Righteous,1487
2021-03-31 21:54,Juice WRLD,ON GOD (feat. Young Thug),2721
2021-03-31 21:54,Juice WRLD,Out My Way,156364
2021-03-31 21:56,Juice WRLD,Blood On My Jeans,154850
2021-03-31 22:01,Juice WRLD,Used To,147886
2021-04-01 20:32,Juice WRLD,Used To,28557
2021-04-01 20:36,Juice WRLD,Fast,208517
2021-04-01 20:38,Future,Different (feat. Yung Bans),151013
2021-04-01 20:42,Juice WRLD,Hear Me Calling,189977
2021-04-01 20:44,Juice WRLD,Scared Of Love,170538
2021-04-01 20:48,Future,Hard Work Pays Off,224506
2021-04-01 20:51,Juice WRLD,All Girls Are The Same,165819
2021-04-01 20:55,Future,Afterlife,214253
2021-04-01 20:58,Juice WRLD,Rider,192093
2021-04-01 21:01,Juice WRLD,Screw Juice,179464
2021-04-01 21:04,Juice WRLD,Black & White,186945
2021-04-01 21:07,Juice WRLD,Karma - Skit,4590
2021-04-01 21:07,Juice WRLD,Syphilis,640
2021-04-01 21:07,Juice WRLD,Righteous,1888
2021-04-01 21:07,Juice WRLD,She’s The One,981
2021-04-01 21:07,Juice WRLD,"The Man, The Myth, The Legend - Interlude",362
2021-04-01 21:07,Juice WRLD,Blood On My Jeans,154767
2021-04-01 21:07,Future,No Issue,10080
2021-04-01 21:10,Future,No Issue,184960
2021-04-01 21:13,Future,Transformer (feat. Nicki Minaj),196333
2021-04-01 21:15,Future,Shorty,121000
2021-04-01 21:20,Future,Jet Lag (feat. Young Scooter),271066
2021-04-01 21:22,Future,Fine China,141586
2021-04-01 21:25,Future,Oxy (feat. Lil Wayne),180080
2021-04-01 21:29,Future,Red Bentley (feat. Young Thug),207866
2021-04-01 21:32,Future,7 Am Freestyle,192906
2021-04-01 21:36,Future,Hard Work Pays Off,224506
2021-04-01 21:37,Juice WRLD,Make It Back,102560
2021-04-01 23:31,Future,Ain't Livin Right (feat. Gunna),112895
2021-04-01 23:34,Juice WRLD,Used To,123256
2021-04-01 23:36,Juice WRLD,Bad Boy (with Young Thug),157396
2021-04-01 23:39,Jack Harlow,Way Out (feat. Big Sean),168535
2021-04-01 23:41,bbno$,bad to the bone,141172
2021-04-01 23:45,Drake,Wants and Needs (feat. Lil Baby),192580
2021-04-02 00:43,Polo G,21,70573
2021-04-02 02:14,Polo G,21,93224
2021-04-02 02:17,Ty Dolla $ign,Spicy (feat. Post Malone),143375
2021-04-02 02:20,Pop Smoke,The Woo (feat. 50 Cent & Roddy Ricch),201600
2021-04-02 02:24,Lil Uzi Vert,20 Min,220586
2021-04-02 02:28,Drake,Laugh Now Cry Later (feat. Lil Durk),261492
2021-04-02 02:32,Tory Lanez,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",227478
2021-04-02 02:33,Travis Scott,FRANCHISE (feat. Young Thug & M.I.A.),76698
2021-04-02 02:37,Internet Money,Lemonade,195428
2021-04-02 02:40,Juice WRLD,Bandit (with YoungBoy Never Broke Again),189322
2021-04-02 16:07,Lil Uzi Vert,XO Tour Llif3,182408
2021-04-02 16:11,Lil Uzi Vert,That Way - Bonus Track,212003
2021-04-02 16:14,Lil Uzi Vert,Chrome Heart Tags,212461
2021-04-02 16:15,Lil Uzi Vert,You Better Move,7003
2021-04-02 16:38,Lil Eazzyy,Onna Come Up (feat. G Herbo) [Remix],92463
2021-04-02 16:40,Lil Uzi Vert,7AM,388294
2021-04-02 16:43,Lil Uzi Vert,Dark Queen,173100
2021-04-02 16:46,Lil Uzi Vert,Money Longer,198535
2021-04-02 16:50,Future,Heart In Pieces,196432
2021-04-02 16:53,Travis Scott,Watch (feat. Lil Uzi Vert & Kanye West),216967
2021-04-02 16:56,Lil Uzi Vert,Wassup (feat. Future),192929
2021-04-02 16:57,Lil Uzi Vert,Early 20 Rager,22709
2021-04-02 17:00,Lil Uzi Vert,Futsal Shuffle 2020 - Bonus Track,198851
2021-04-02 17:03,Future,Plastic,193476
2021-04-02 17:08,Lil Uzi Vert,Lullaby,261171
2021-04-02 17:11,Lil Uzi Vert,That Way,211909
2021-04-02 17:11,Lil Uzi Vert,For Real,8948
2021-04-02 17:15,Future,Tic Tac,189187
2021-04-02 17:18,Lil Uzi Vert,20 Min,220181
2021-04-02 17:21,Future,Marni On Me,132915
2021-04-02 17:25,Future,Stripes Like Burberry,273799
2021-04-02 17:28,Lil Uzi Vert,Trap This Way (This Way),185064
2021-04-02 17:33,Future,Patek,280149
2021-04-02 17:36,Lil Uzi Vert,Money Longer,198565
2021-04-02 17:41,Lil Uzi Vert,Of Course We Ghetto Flowers (feat. Playboi Carti & Offset),261525
2021-04-02 17:44,Lil Uzi Vert,Team Rocket,205773
2021-04-02 17:47,Lil Uzi Vert,Scott and Ramona,177469
2021-04-02 17:49,Lil Uzi Vert,Urgency (feat. Syd),101233
2021-04-02 17:49,Lil Uzi Vert,Baby Are You Home,3863
2021-04-02 17:52,Future,Afterlife,214259
2021-04-02 17:56,Future,WRLD On Drugs,216611
2021-04-02 17:58,Future,Different (feat. Yung Bans),150762
2021-04-02 18:00,Future,Shorty,120750
2021-04-02 18:03,Future,Fine China,141291
2021-04-02 18:07,Future,Jet Lag (feat. Young Scooter),270521
2021-04-02 18:10,Future,Realer N Realer,170584
2021-04-02 18:14,Future,Ain't Livin Right (feat. Gunna),229966
2021-04-02 18:17,Future,No Issue,184595
2021-04-02 18:20,Future,Transformer (feat. Nicki Minaj),195967
2021-04-02 18:23,Future,Oxy (feat. Lil Wayne),179750
2021-04-02 18:25,Juice WRLD,Make It Back,102359
2021-04-02 18:26,Future,Hard Work Pays Off,30977
2021-04-02 19:56,Future,Hard Work Pays Off,193529
2021-04-02 20:00,Future,Ain't Livin Right (feat. Gunna),230533
2021-04-02 20:03,Future,No Issue,184960
2021-04-02 20:06,Future,Oxy (feat. Lil Wayne),180080
2021-04-02 20:09,Future,Red Bentley (feat. Young Thug),207866
2021-04-02 20:11,Future,Shorty,121000
2021-04-02 20:14,Future,Realer N Realer,170920
2021-04-02 20:17,Future,7 Am Freestyle,192906
2021-04-02 20:20,Future,Astronauts,169920
2021-04-02 20:24,Future,WRLD On Drugs,217000
2021-04-02 20:27,Future,Afterlife,214253
2021-04-02 21:17,Future,Jet Lag (feat. Young Scooter),61001
2021-04-02 21:18,NAV,Wanted You (feat. Lil Uzi Vert),2186
2021-04-02 21:21,Leftwing : Kody,If You Wanna,180470
2021-04-02 21:23,Noizu,Summer 91,148844
2021-04-02 21:26,D.O.D,Sleepless,185380
2021-04-02 21:29,MESZCA,Everything U Do,164361
2021-04-02 21:33,Hayla,Naked - (THAT KIND Remix),251150
2021-04-02 21:36,KC Lights,Girl,158968
2021-04-02 21:39,Joel Corry,BED,177744
2021-04-02 21:42,Navos,Believe Me,187910
2021-04-02 21:45,SOMMA,Fever,162600
2021-04-02 21:47,Siedah Garrett,Do You Want It Right Now (Siedah Garrett vs. Eden Prince),161170
2021-04-02 21:51,BURNS,Can’t Let Go - Edit,223565
2021-04-02 21:54,Tiësto,The Business,163683
2021-04-02 21:56,Camden Cox,Under The Water,165192
2021-04-02 22:00,GotSome,Shout It Back,202848
2021-04-02 22:03,RAYE,Regardless - Hannah Wants Remix,205602
2021-04-03 00:21,Leftwing : Kody,I Feel It,148253
2021-04-03 16:30,Juice WRLD,Make It Back,17341
2021-04-03 16:30,Future,Different (feat. Yung Bans),1972
2021-04-03 16:30,Leftwing : Kody,If You Wanna,9816
2021-04-03 16:33,Lil Uzi Vert,XO Tour Llif3,182786
2021-04-03 16:37,Future,Heart In Pieces,196466
2021-04-03 16:40,Future,Real Baby Pluto,196232
2021-04-03 16:44,Lil Uzi Vert,Homecoming,213506
2021-04-03 16:47,Lil Uzi Vert,Seven Million (feat. Future),182166
2021-04-03 17:49,StaySolidRocky,Party Girl (Remix),13899
2021-04-03 18:02,Lil Uzi Vert,XO Tour Llif3,2481
2021-04-03 18:05,Lil Uzi Vert,Venetia,188849
2021-04-03 18:11,Lil Uzi Vert,New Patek,342527
2021-04-03 18:15,Lil Uzi Vert,Early 20 Rager,274333
2021-04-03 18:19,Lil Uzi Vert,Baby Pluto,209840
2021-04-03 18:23,Lil Uzi Vert,Myron,224578
2021-04-03 18:26,Lil Uzi Vert,Seven Million (feat. Future),182180
2021-04-03 18:29,Future,Tic Tac,188773
2021-04-03 18:32,Future,Rockstar Chainz,180733
2021-04-03 18:35,Lil Uzi Vert,Bust Me,194160
2021-04-03 18:38,Lil Uzi Vert,SideLine Watching (Hold Up),190734
2021-04-03 18:42,Lil Uzi Vert,POP,227066
2021-04-03 18:45,Lil Uzi Vert,No Sleep Leak,188894
2021-04-03 18:48,Lil Uzi Vert,Futsal Shuffle 2020,198585
2021-04-03 18:52,Lud Foe,Show U Off (feat. Lil Uzi Vert),240748
2021-04-03 18:54,Lil Uzi Vert,I Can Show You,119877
2021-04-03 18:56,Screen Jazzmaster,Warm Breeze,24275
2021-04-03 18:56,Lil Uzi Vert,Money Mitch,98173
2021-04-03 18:57,RÜFÜS DU SOL,No Place - Short Version,10684
2021-04-03 19:00,Travis Scott,HIGHEST IN THE ROOM,175758
2021-04-03 19:04,21 Savage,a lot,288068
2021-04-03 19:08,Offset,Red Room,241087
2021-04-03 19:12,BURNS,Energy (with A$AP Rocky & Sabrina Claudio) (feat. Sabrina Claudio) - Sonny Fodera Remix,229108
2021-04-03 19:52,Ty Dolla $ign,Number,202056
2021-04-03 19:57,Migos,Made Men,287347
2021-04-03 20:00,Wiz Khalifa,"Taylor Life (feat. Sosamann) [Produced by Statik Selektah, Co-Produced by Dreamlife Beats]",155258
2021-04-03 20:03,Tyga,Leather in The Rain (feat. Kyndall),213431
2021-04-03 20:06,Quavo,SHINE,163528
2021-04-03 20:09,Travis Scott,SKELETONS,145274
2021-04-03 20:12,Mac Miller,That's Life (feat. Mac Miller & Sia),202054
2021-04-03 20:15,Lil Yachty,Forever Young,177372
2021-04-03 20:19,Beast Coast,"Snow In The Stadium (feat. Erick The Architect, Meechy Darko, Kirk Knight, CJ Fly & Issa Gold)",277835
2021-04-03 20:22,Hippie Sabotage,Devil Eyes,131042
2021-04-03 20:24,Famous Dex,CHAMPION (feat. Diplo),119775
2021-04-03 20:28,Rae Sremmurd,Guatemala - From Swaecation,255901
2021-04-03 20:32,Jaden,On My Own,244179
2021-04-03 20:35,Lil Baby,Close Friends (Lil Baby & Gunna),203486
2021-04-03 20:39,Curren$y,The Count (feat. Wiz Khalifa),194134
2021-04-03 20:43,Quavo,LOST (feat. Kid Cudi),278306
2021-04-03 20:47,Khalid,Better,228938
2021-04-03 20:51,Roy Woods,Drama (feat. Drake),77646
2021-04-04 02:04,Leftwing : Kody,If You Wanna,180605
2021-04-04 02:07,Joel Corry,BED,177729
2021-04-04 02:10,Tobtok,New Levels (feat. Mila Falls),155493
2021-04-04 02:13,Jax Jones,i miss u - Joel Corry Remix,161474
2021-04-04 02:16,SIDEPIECE,Together,186001
2021-04-04 02:19,MESZCA,Everything U Do,164308
2021-04-04 02:22,Gorgon City,You've Done Enough,213136
2021-04-04 02:25,Navos,Believe Me,187906
2021-04-04 02:28,Secondcity,All I Want (feat. Andrea Martin),184253
2021-04-04 02:32,RAYE,Regardless - Hannah Wants Remix,205583
2021-04-04 02:58,TCTS,Not Ready For Love - Zac Samuel Remix,169414
2021-04-04 03:05,Leftwing : Kody,If You Wanna,2835
2021-04-04 03:08,Dombresky,Do You Remember,206011
2021-04-04 03:11,Navos,Believe Me,187916
2021-04-04 03:14,James Hype,Afraid (feat. HARLEE),142699
2021-04-04 03:17,Franky Wah,You Don't Know,199000
2021-04-04 03:20,Sonny Fodera,Before U (feat. AlunaGeorge),199561
2021-04-04 03:23,Ben Rainey,If Your Girl Only Knew,157478
2021-04-04 03:26,John Summit,Thin Line,187972
2021-04-04 03:30,BURNS,Can’t Let Go - Edit,223539
2021-04-04 03:33,SOMMA,Fever,162699
2021-04-04 03:36,Amés,Nobody Else,173780
2021-04-04 03:38,Amés,Wherever You Want,150200
2021-04-04 03:40,Nalestar,Outlaw (Inspired by 'The Outlaw Ocean' a book by Ian Urbina),142155
2021-04-04 03:44,Franky Wah,Come Together,187068
2021-04-04 03:46,NERVO,Gotta Be You,148773
2021-04-04 03:49,D.O.D,Sleepless,185365
2021-04-04 03:53,Gorgon City,You've Done Enough,213280
2021-04-04 03:55,Tiësto,The Business,163687
2021-04-04 03:58,Voost,Want You,151934
2021-04-04 04:01,Leftwing : Kody,I Feel It,155000
2021-04-04 04:04,MK,2AM,182087
2021-04-04 04:07,Owen Westlake,So Much Love - Radio Edit,208353
2021-04-04 04:11,JP Saxe,A Little Bit Yours - BURNS Remix,223697
2021-04-04 04:14,Franky Wah,Hide (feat. Robinson),209639
2021-04-04 04:17,Eloise Viola,What You Gunna Do (Optixx Remix),137204
2021-04-04 04:18,Noizu,Summer 91,57436
2021-04-05 00:46,THAT KIND,Lights Go Down,12514
2021-04-05 00:46,Drake,Laugh Now Cry Later (feat. Lil Durk),1492
